replicate,lag16_match_rate,short_lag_mean,cycle16_contrast,lag32_match_rate
329,0.4737339210218584,0.4865222633738109,-0.012788342351952475,0.4488344739093242
330,0.47283439776918235,0.4835824222121486,-0.010748024442966242,0.45535714285714285
331,0.47499325357560496,0.484886268488345,-0.009893014912740028,0.45412745936698035
332,0.4731942070702528,0.484645989273201,-0.011451782202948235,0.4509730538922156
333,0.48061527390483044,0.4848587084546362,-0.004243434549805747,0.45375320786997436
334,0.4726544931186471,0.48477415552455405,-0.01211966240590695,0.45466210436270316
335,0.47499325357560496,0.4849949228552501,-0.010001669279645131,0.4547690333618477
336,0.47634253845461905,0.48446366079115016,-0.008121122336531117,0.4508126603934987
337,0.4735540163713232,0.485545019963029,-0.011991003591705796,0.452363130881095
338,0.4715750652154358,0.4841251146703728,-0.012550049454936985,0.45348588537211293
339,0.47112530358909777,0.4832339462114447,-0.012108642622346955,0.4484602224123182
340,0.47440856346136545,0.48503185751698774,-0.01062329405562229,0.4512938408896493
341,0.47499325357560496,0.48469567725851415,-0.00970242368290919,0.45327202737382377
342,0.47508320590087255,0.48538765059520483,-0.010304444694332282,0.45107998289136014
343,0.47764684717099937,0.48460726303407264,-0.006960415863073277,0.45241659538066725
344,0.47530808671404157,0.4841998599632352,-0.008891773249193657,0.45503635585970914
345,0.47166501754070345,0.48400206842990573,-0.012337050889202283,0.45343242087254065
346,0.47422865881083026,0.48476484906395323,-0.010536190253122968,0.4525769888793841
347,0.47323918323288655,0.4839485661722452,-0.010709382939358636,0.4543947818648417
348,0.4749033012503373,0.4840569416582118,-0.009153640407874475,0.45161462788708295
349,0.4705406134748583,0.4839858874882083,-0.013445274013349995,0.45102651839178787
350,0.4768372762435909,0.4848969487382517,-0.008059672494660775,0.45348588537211293
351,0.47530808671404157,0.48508628748544197,-0.009778200771400403,0.4562660393498717
352,0.47368894485922464,0.4847413554636274,-0.011052410604402763,0.4514542343883661
353,0.47827651344787264,0.48469873922107637,-0.006422225773203727,0.45305816937553467
354,0.47526311055140774,0.48453683960161864,-0.0092737290502109,0.4506522668947819
